"user_id","signup_time","purchase_time","purchase_value","device_id","source","browser","sex","age","ip_address","class"
20489,2015-05-30 23:17:48,2015-06-04 03:31:56,42,"PIYZRECCMXDZE","Ads","Chrome","F",37,1042282255.87416,0
85170,2015-06-14 00:34:00,2015-07-14 02:02:32,44,"CSWKUOZWUFDYE","SEO","Chrome","F",33,291346161.181291,0
51055,2015-08-04 17:06:56,2015-09-14 05:35:50,34,"BKWNTTBAUKTKX","Direct","Chrome","M",18,128636874.524051,0
288547,2015-06-23 07:54:55,2015-10-18 10:58:13,65,"YRZGLRMWYCUZO","Direct","IE","F",22,1410198066.01769,0
389326,2015-07-27 11:45:39,2015-08-19 11:10:18,54,"CQDCZIUTTMPUZ","Ads","Safari","M",29,3794151072.31582,0
315127,2015-08-13 13:28:22,2015-09-18 11:10:17,24,"CFPMMKSCFEFBU","SEO","Safari","M",36,3336944170.67372,0
285484,2015-07-04 20:40:43,2015-07-15 07:05:11,32,"JQKFNLAEYIFZK","SEO","Chrome","F",39,3585962639.95883,0
376771,2015-02-12 09:52:57,2015-06-07 10:46:06,97,"BJWWNBDRFIKKY","SEO","Chrome","M",23,2739889109.37376,0
86042,2015-07-10 11:50:30,2015-10-23 21:14:13,30,"DIMZSTZORTSEF","SEO","IE","M",35,221748129.391868,0
236857,2015-03-04 22:30:11,2015-05-28 13:26:18,34,"DTSMNUSIVTGBF","SEO","Chrome","F",49,786685783.239599,0
210714,2015-07-05 15:46:23,2015-09-02 04:58:14,14,"OKNJNNSWBRDJV","Ads","FireFox","M",50,1782848936.91329,0
32486,2015-05-16 12:53:35,2015-09-05 04:05:04,41,"GARESFNFQRCDW","SEO","Chrome","F",44,1211202203.22663,0
249442,2015-06-14 05:53:58,2015-07-26 19:08:41,29,"DTJSSBXYABSRH","SEO","Chrome","F",39,3822810558.0607,0
223829,2015-05-17 22:48:02,2015-08-17 16:43:21,39,"WEUOSKBZZWMHX","Ads","Chrome","F",35,2899972144.85931,0
290842,2015-04-11 20:25:54,2015-08-06 14:44:45,30,"NUWLELLAHSREE","Ads","IE","F",36,190673654.05684,0
140706,2015-08-15 06:37:45,2015-11-10 12:51:57,74,"CNOMNXUFPMVNZ","Ads","Safari","M",20,2005433886.82492,0
326216,2015-05-11 19:04:36,2015-08-26 06:10:59,51,"ILRIAGKIFLWKN","SEO","Safari","M",48,2967037257.89107,0
190964,2015-02-25 19:22:18,2015-05-10 22:58:03,41,"IMPEPDJXHZAJS","Direct","Safari","M",23,3644993748.60611,0
333168,2015-01-01 05:55:05,2015-01-01 05:55:06,33,"WPOJUXVISXBQS","Ads","Chrome","M",32,2731235387.62152,1
347242,2015-05-18 05:50:05,2015-08-12 14:00:00,31,"QBMABIUDNEOGC","SEO","IE","F",33,2386674417.1409,0
264342,2015-01-18 02:38:56,2015-01-22 05:44:59,38,"SNROMIHFDBRFA","SEO","Chrome","M",43,1848665183.37014,0
93512,2015-01-11 14:27:47,2015-05-02 12:38:19,23,"SZMXGNEBUTGCJ","Direct","FireFox","M",44,806348373.359767,0
159356,2015-07-22 19:47:22,2015-10-18 18:15:13,46,"DOAPUNFSHZUZL","Ads","Chrome","M",23,777378240.299377,0
253696,2015-02-10 10:00:05,2015-02-26 05:02:09,51,"BHYEHIDBYVEVN","Ads","Chrome","M",31,3926964164.64173,0
382264,2015-08-08 18:12:54,2015-11-12 12:48:32,9,"HBDDFXKMQVZOX","Direct","FireFox","M",24,1098956099.29184,0
167249,2015-07-12 04:30:44,2015-10-28 14:34:44,19,"YPKIZHVEJZLRW","Direct","Safari","M",51,2317857777.49525,0
385338,2015-05-01 07:55:59,2015-08-02 22:26:38,65,"WYIHAEPLZAYGH","Ads","Safari","M",35,2212521010.22817,0
254498,2015-05-04 00:24:06,2015-07-10 07:07:39,43,"GZHRCUMUJFIUQ","Ads","FireFox","M",19,2453373796.4659,1
321210,2015-01-28 00:03:20,2015-04-02 04:43:34,21,"DPBVJGZDPZAWC","Direct","IE","F",23,3003132164.80067,0
285114,2015-07-30 07:50:54,2015-11-20 07:18:14,29,"QZKEZTSTCRGJW","Ads","Chrome","M",31,2457762499.47569,0
106639,2015-04-15 09:51:15,2015-07-21 21:56:43,9,"GXNWHQSFUEYCC","Ads","Chrome","M",37,1009821045.94608,0
368945,2015-01-19 00:43:43,2015-02-04 09:08:53,13,"RRPSUKRKJIFMN","SEO","IE","M",18,1028833936.35022,0
235871,2015-04-28 15:51:52,2015-08-10 03:19:42,25,"PVLBCLKIULEPJ","SEO","FireFox","F",44,3878399141.05987,0
362850,2015-06-06 23:14:30,2015-09-17 06:20:57,37,"NDNCWDQKZZJVO","Ads","FireFox","F",29,3629418111.63672,0
367839,2015-01-16 17:20:41,2015-05-15 03:27:27,44,"GWXUNYPHWCITC","SEO","IE","M",46,104703928.903691,0
306314,2015-02-23 10:08:21,2015-03-18 23:33:49,35,"LFYCFUUCJAKZN","Ads","IE","M",37,660688852.329387,0
65594,2015-02-01 12:55:03,2015-02-12 02:40:46,33,"IDJEUHOBLXAKQ","Ads","Safari","F",18,3745353863.92718,0
49665,2015-03-02 14:28:04,2015-05-20 11:05:42,29,"HHWUSYUTUAHRX","SEO","IE","F",48,3376952562.24522,0
258454,2015-08-17 10:24:54,2015-10-02 08:12:24,11,"TCRZXSPANXVFS","SEO","FireFox","M",32,2257134013.95276,0
28987,2015-04-10 02:23:17,2015-04-17 04:15:29,13,"COSALSXEHRYCE","SEO","Chrome","F",18,1186648508.95389,0
92262,2015-01-03 10:06:19,2015-01-03 10:06:20,64,"RIGMZSTUBFBEB","Direct","FireFox","F",54,3977964684.63702,1
150292,2015-01-10 06:55:49,2015-04-09 02:19:49,30,"JLROYYRLSTGPH","Direct","Safari","M",44,1747906784.72003,0
229007,2015-05-02 08:17:05,2015-06-10 15:25:50,19,"MUOGNRWENOIOQ","SEO","IE","F",21,3358447970.33037,0
152310,2015-02-18 03:18:34,2015-02-28 10:54:59,9,"GZGDJRLWYJBEC","Ads","FireFox","M",55,1578124408.11182,0
313203,2015-02-08 03:38:35,2015-04-11 13:51:15,10,"UUIWJRCNFUBSP","Ads","Chrome","M",39,3138281954.96025,0
127916,2015-05-08 17:30:45,2015-05-17 18:26:39,44,"RPEZGLBZFRNRZ","Ads","Chrome","M",41,614809777.553668,1
225746,2015-07-20 04:57:07,2015-11-10 09:23:39,75,"WFUGCMHGPLDQC","SEO","Chrome","F",20,2602576475.74916,0
220374,2015-02-13 23:19:56,2015-04-16 15:51:29,10,"NNSCCCKGZOLHO","Direct","Opera","M",21,1038283536.38336,0
220793,2015-02-06 23:46:25,2015-05-22 20:39:16,47,"MFPPKSDUPKJOA","Ads","IE","M",31,3911712879.90624,0
26142,2015-01-11 19:57:27,2015-03-16 07:28:52,19,"BHYIYFYPHZCRB","Direct","Chrome","M",28,2283708551.66515,0
32301,2015-02-04 02:40:47,2015-02-10 10:37:00,14,"FNESXKRVUMKLR","Ads","Chrome","F",38,1550990137.77605,0
361924,2015-08-13 11:13:35,2015-12-08 08:56:15,31,"GTAZCFQEDSDXD","Direct","Chrome","M",32,3191844225.2973,1
211625,2015-01-02 23:40:02,2015-01-02 23:40:03,19,"VOZBUVAHONAOL","SEO","IE","M",38,3629014908.55561,1
117653,2015-05-12 14:58:10,2015-07-04 01:45:33,63,"KIJKKUOOCPTWG","Direct","Chrome","F",37,1347916916.41196,0
277280,2015-04-26 18:40:47,2015-05-20 22:07:17,70,"LTPUFBYFUQNPN","Ads","Safari","F",33,3638979536.664,0
303853,2015-03-01 20:32:25,2015-04-03 23:29:16,13,"CTQKNRKTYTIGT","Ads","FireFox","M",50,1604341217.83288,1
334518,2015-07-02 23:18:31,2015-09-15 07:15:11,37,"DBMNJVZRMAEYU","SEO","Safari","M",27,1773604011.68318,0
77689,2015-01-25 07:16:48,2015-04-18 09:38:51,11,"MJEZHNQULVDKI","SEO","Chrome","M",33,1197498789.19023,0
88750,2015-04-27 19:55:17,2015-08-01 01:04:00,36,"MZGGTJXQTNUXI","Ads","IE","M",25,3197259351.55899,0
17474,2015-06-04 22:50:41,2015-08-23 09:26:42,24,"IJXRDGKWVIZNN","SEO","FireFox","M",43,1156073338.56163,0
40093,2015-04-19 21:17:45,2015-07-17 23:51:33,43,"SEJMDOIOSMSSO","Ads","FireFox","M",47,1930763703.20107,0
155958,2015-06-10 21:20:51,2015-06-18 16:05:07,14,"UNNECAGJNZUVK","Ads","Chrome","F",42,2851566901.73695,0
290654,2015-01-31 20:39:59,2015-05-02 16:33:44,81,"PWPMBSKYIFOYD","Ads","IE","F",34,3261811813.23592,0
358619,2015-06-18 04:17:45,2015-09-27 04:37:21,42,"VSHLJLUNQXISC","Direct","Chrome","F",36,3377770826.70585,0
186503,2015-07-05 16:46:50,2015-10-09 04:58:28,41,"CQTTEXMEWHSEA","SEO","Safari","M",36,4261705980.70128,0
191993,2015-08-14 17:55:55,2015-09-02 19:45:51,31,"KMIPVWXNDKHNR","Ads","Chrome","M",29,4190211487.98221,0
348270,2015-07-25 02:42:38,2015-10-12 04:33:59,32,"LPYKVYAYIBMZD","Direct","FireFox","F",39,93778434.2087332,0
199334,2015-05-09 10:58:48,2015-08-17 12:27:11,48,"VWZFUPHRIFPOH","Ads","IE","F",26,3620744301.18292,0
314919,2015-04-21 07:26:08,2015-06-16 03:18:50,28,"KSZEGXAHKVYNJ","Ads","IE","M",31,1705238835.79966,0
148330,2015-05-31 22:58:44,2015-06-15 03:23:46,45,"ODWGGJRBLHOXP","Ads","IE","M",27,446052263.421026,0
270156,2015-06-27 19:00:02,2015-09-04 13:54:31,9,"TOIWBQYJJVDEX","Ads","IE","M",39,2166256742.89535,0
221347,2015-01-06 04:56:08,2015-01-28 15:27:53,54,"SPQTAJQOFCBKY","Ads","Chrome","M",27,584153964.65046,0
166943,2015-01-23 14:50:23,2015-03-11 08:04:15,64,"XWVQFCPGNJSPI","Ads","Chrome","M",31,679185647.085543,0
194745,2015-03-15 21:10:42,2015-05-23 08:56:55,41,"JVWYNHOJYWNFK","Ads","Chrome","M",26,3540401686.45003,0
195709,2015-06-29 21:40:25,2015-10-21 10:32:44,72,"OZUKMQJVENLYQ","SEO","IE","M",27,1394191848.74098,0
233178,2015-04-30 19:02:09,2015-07-04 01:23:08,41,"GLDUGUJBJMVWX","Ads","FireFox","F",35,4211772929.56424,0
174681,2015-03-29 10:23:11,2015-04-23 18:12:54,51,"CQPFEQRKAGQEU","Direct","Chrome","M",25,1818542104.24901,0
11278,2015-01-08 15:00:38,2015-01-08 15:00:39,24,"OAZCRMYSBLAFZ","Direct","Chrome","M",51,1216751095.20766,1
396109,2015-04-28 16:33:14,2015-08-20 02:10:01,61,"UNGDYPGJADMEN","Ads","IE","M",35,1959926162.43779,0
155007,2015-07-04 21:12:10,2015-10-20 09:50:22,55,"FFOOJZCQPOAFN","SEO","IE","M",37,3411417677.22598,0
213300,2015-01-10 00:24:21,2015-01-10 00:24:22,27,"MBPZSTSJLREJK","SEO","IE","M",36,3528543105.70081,1
289946,2015-01-11 05:28:27,2015-02-20 18:16:16,12,"LZDJBGEDDQYJT","Ads","FireFox","M",39,3339849561.47417,0
173620,2015-05-05 20:51:31,2015-07-27 03:52:45,26,"YPVPJGSMWAKHX","Direct","Chrome","F",21,729161270.036187,0
13476,2015-06-04 22:06:17,2015-07-03 11:15:31,22,"KKTPUWYIWKBOG","Ads","FireFox","F",20,1519929293.13839,0
375075,2015-03-09 12:32:40,2015-06-01 19:20:53,25,"BBYCYCWRSLZMU","Ads","Chrome","M",31,2107515695.92539,0
331251,2015-07-14 12:41:01,2015-08-30 14:28:18,12,"MNIJYJCXJLSAJ","SEO","IE","M",33,45821591.0794451,1
337821,2015-06-29 05:37:02,2015-10-08 21:23:41,14,"ZZGWFWKOUSQII","SEO","Chrome","F",37,4004195970.4446,0
218770,2015-01-08 06:13:08,2015-02-26 23:48:42,24,"MQUCIPFTMEJZQ","Ads","IE","M",47,2005277507.79486,0
276296,2015-04-06 08:32:36,2015-05-03 04:29:40,30,"UXVRJLUKMAUZI","Ads","IE","M",29,1888288636.30085,0
150328,2015-01-01 16:09:47,2015-01-01 16:09:48,21,"UPHXPBIEBMOAQ","Direct","Chrome","M",30,1449817393.6383,1
87176,2015-03-12 03:10:01,2015-03-15 09:23:57,16,"ZQOOQWAKKBIZE","Ads","Safari","F",28,3747564522.52052,0
1456,2015-05-31 01:37:47,2015-09-02 11:03:59,30,"CKCCQUPDCPNPT","Ads","Opera","M",29,2182230417.63135,0
213743,2015-03-18 07:07:18,2015-06-04 12:26:19,36,"ETYCIEGEWUBHD","Direct","Chrome","F",34,3653522040.4363,0
252686,2015-03-16 00:23:54,2015-04-05 18:49:55,31,"ICLACXNUNEQCW","Ads","IE","F",24,4195676236.42211,0
304358,2015-02-19 14:33:10,2015-05-13 10:14:47,31,"HTRHPUFLKKTPF","Direct","Chrome","M",38,1151759650.05645,0
229626,2015-03-05 06:14:11,2015-05-02 23:07:25,30,"SDBDJFITTHXCK","SEO","IE","F",23,2963685276.2637,0
55768,2015-04-05 04:17:55,2015-04-20 07:09:35,40,"SXPHTNNWUDSFY","SEO","Chrome","F",28,134002273.747217,0
72100,2015-04-23 16:38:41,2015-05-11 23:42:08,10,"GCSONNZUWEDUH","Ads","Chrome","M",28,3385538356.66938,0
181803,2015-01-01 08:48:55,2015-04-02 00:06:58,33,"NTALSOUJICVPT","SEO","Safari","M",37,1187481888.2108,0
192908,2015-06-18 11:42:25,2015-10-12 15:36:30,42,"EGIJTDFLAUSHZ","Direct","FireFox","F",40,2387205076.50941,0
288633,2015-04-17 18:34:09,2015-08-01 05:45:39,27,"GFIDVJBBZAAYZ","Ads","Chrome","M",50,1772942340.36852,0
2952,2015-07-24 23:10:41,2015-09-13 21:49:54,47,"OFHMVTARXLOGJ","Direct","FireFox","M",22,2567557747.26155,0
365956,2015-04-14 05:11:26,2015-04-29 09:00:46,44,"XVGYPMWINIUUD","Direct","Chrome","M",19,495605573.846325,0
205536,2015-06-21 20:12:24,2015-07-12 20:52:30,24,"KBYNQYXYHXCRN","SEO","FireFox","F",27,33223237.1173983,0
138542,2015-04-20 08:10:31,2015-08-10 03:32:05,21,"VXPSFMWISXBMG","Direct","Chrome","M",33,427388745.955333,0
256103,2015-03-16 22:41:33,2015-06-10 14:30:30,35,"ZIXAMKUBZAARD","Direct","FireFox","F",42,873166888.986448,0
356686,2015-06-12 20:31:45,2015-10-08 16:02:12,56,"CUPRBQTOQLAJJ","SEO","FireFox","F",33,2927689801.23606,0
128927,2015-01-27 05:49:00,2015-03-10 18:48:35,75,"IRNRAIKGHHBFP","Ads","IE","M",45,3698694815.82483,0
95432,2015-07-05 15:19:09,2015-07-15 08:28:42,40,"CTXIMNXBKNYTQ","SEO","Chrome","M",52,122417254.8518,0
159130,2015-05-22 07:27:31,2015-09-08 21:09:40,49,"LPKALURWCEPDT","SEO","Chrome","F",46,1213670587.88422,0
51007,2015-01-18 13:05:57,2015-02-02 20:48:48,41,"IZDOQXGCOEXDW","SEO","Safari","M",28,1302913673.60705,0
313779,2015-01-18 06:34:55,2015-05-17 04:18:43,55,"PMNLBGKDLROAT","SEO","IE","M",33,4293278415.71785,0
15751,2015-05-23 04:16:04,2015-07-12 16:04:27,28,"MXFWQQAMACROA","SEO","Chrome","F",21,3558242739.82263,0
329299,2015-01-01 09:01:27,2015-01-01 09:01:28,54,"XHZBVWFWHSGTQ","SEO","FireFox","M",50,2249217198.25719,1
285934,2015-05-04 00:21:47,2015-06-19 08:46:39,60,"EMGQAFWDWOATB","Ads","Chrome","F",35,906505626.264795,0
271681,2015-08-03 19:49:46,2015-10-30 10:33:25,42,"WXTRVHBJXNNQR","SEO","IE","M",38,1837083783.62118,0
257691,2015-01-14 23:50:19,2015-01-26 15:24:20,30,"COSUFSULHERGG","SEO","IE","M",33,1369721405.88295,0
297435,2015-06-30 21:28:15,2015-07-26 16:31:27,26,"QTZGYDQWAATMG","Direct","Chrome","M",29,2852979090.32162,0
316889,2015-07-23 13:01:55,2015-08-27 15:25:19,61,"WYWBJNRKKMXCB","SEO","Chrome","F",39,2556113766.7952,0
168981,2015-05-29 12:35:23,2015-09-08 21:14:39,56,"CIEAVQSSUQENU","SEO","FireFox","F",47,1268462531.62402,0
262587,2015-07-02 16:03:37,2015-08-03 02:14:33,62,"OJSODNPBYZZWP","Direct","IE","M",30,1349297798.02705,0
322001,2015-04-03 12:42:00,2015-07-27 18:09:15,17,"QVHHERZTTOCHZ","SEO","FireFox","M",18,2644370513.85491,0
3590,2015-01-02 05:38:23,2015-01-08 05:26:08,32,"YPFRGMUYSWDTX","Ads","Chrome","F",42,1807921333.52482,0
399400,2015-07-07 14:09:31,2015-08-10 01:29:46,57,"AJQQTYCPVBIVZ","Direct","Safari","M",26,2059281837.53522,0
190947,2015-06-18 06:22:56,2015-07-16 20:34:46,54,"GPBCIKBKWOGUR","Ads","IE","F",46,2897985119.51865,0
20456,2015-04-08 19:46:19,2015-06-13 17:01:23,48,"VZOIKWLUHJFTZ","Ads","IE","M",29,1345923.90024543,0
216512,2015-02-15 14:52:04,2015-06-02 23:37:27,24,"QEPWXSJYOBVVV","Direct","Chrome","F",37,2377468433.17269,0
236343,2015-03-16 22:29:15,2015-05-13 08:37:20,38,"CZKBRRWKUIXBF","Ads","IE","F",33,587759026.492258,0
245299,2015-07-27 18:28:13,2015-10-12 02:58:23,26,"KVZEOKIOEMIGL","SEO","IE","F",20,3454510263.64859,0
161850,2015-08-08 05:52:59,2015-10-27 00:25:08,32,"MFMKDBIQWHQTV","Direct","Chrome","F",42,2259416196.93611,0
147908,2015-02-27 16:36:05,2015-06-13 07:17:16,61,"VZNOLAEDLLBSP","SEO","Chrome","F",23,2011989140.33853,1
91258,2015-01-05 23:47:01,2015-01-05 23:47:02,41,"XJCVJFOIFNUFR","Direct","Chrome","M",36,2995911046.03751,1
214948,2015-07-26 14:32:33,2015-10-13 12:35:42,18,"SZCPZXMPCPWSW","Ads","Safari","F",45,2221457844.47941,0
48042,2015-01-13 02:04:34,2015-02-16 04:07:54,69,"URFOJDXGGJOCJ","Ads","FireFox","M",39,2264174902.44803,0
325196,2015-06-09 21:36:13,2015-08-29 20:03:46,28,"XFVUEIOGKFRHN","Ads","Chrome","M",31,3608312938.02935,0
39786,2015-08-15 04:16:42,2015-11-18 12:25:10,16,"CLFCCHRCAGKVF","SEO","Opera","F",30,2359058436.76726,0
12364,2015-02-01 10:13:44,2015-03-28 17:10:21,36,"THFHHUGHNTFMH","Ads","Safari","M",33,1842758336.30182,0
16566,2015-03-29 18:49:48,2015-04-26 02:59:12,34,"WWHINDBFHUIFL","Ads","Chrome","F",25,2297705173.31187,0
324505,2015-05-15 02:01:17,2015-07-01 10:54:38,66,"TLSARTRWCUWOV","Ads","Chrome","M",37,2858829193.34333,0
387765,2015-03-01 12:21:36,2015-04-07 09:55:12,39,"VSYYKVRHEMYNS","SEO","Chrome","F",37,4116178424.68008,0
334937,2015-07-28 15:33:08,2015-11-15 13:22:49,31,"AKNGHCZUAHQKL","Ads","IE","M",46,3502930735.29717,0
179423,2015-04-16 13:03:39,2015-07-15 00:55:54,17,"KEYYUIJKSZBKD","Direct","IE","F",31,981499281.484586,0
257797,2015-05-24 06:17:59,2015-09-14 17:12:59,103,"XRKREINVIVQOS","Direct","IE","M",23,2547089095.93282,0
214061,2015-06-24 07:38:37,2015-10-12 08:10:37,18,"CQWSWXVEECZTV","Ads","Safari","M",29,519095062.352492,0
334535,2015-07-23 10:23:02,2015-09-18 07:25:18,42,"WYQUGDXKWVCEK","SEO","Chrome","F",38,2374577882.39204,0
137792,2015-03-22 13:07:56,2015-04-09 03:40:22,37,"HHDCXZYVLSTOI","Ads","IE","F",47,1421552938.71599,0
57779,2015-04-02 10:28:26,2015-07-11 18:19:44,27,"QMTQUZKVBNIUB","Ads","Chrome","F",19,4103416086.38219,0
45278,2015-04-04 12:11:36,2015-04-30 14:20:39,55,"LHJDCWCLOFRKI","SEO","Chrome","F",26,1597888790.9606,0
276249,2015-01-02 22:26:08,2015-01-02 22:26:09,43,"FFPGTAVXXQPMB","SEO","FireFox","F",25,1531011454.53913,1
209278,2015-04-07 07:32:54,2015-06-14 12:28:00,34,"ZIHUEVUNRFNLC","Ads","Chrome","M",37,798873467.696549,0
247954,2015-01-04 01:18:14,2015-03-05 18:48:46,24,"DIPOTVNFWHZOK","Ads","IE","M",28,2874466092.7729,0
257985,2015-08-09 15:46:20,2015-08-12 17:01:12,29,"KJGEXPGKOANBF","SEO","IE","F",28,2060071452.17508,0
23134,2015-02-21 10:48:28,2015-03-28 20:31:52,27,"GGBPWEZTQHHEF","Direct","Chrome","M",25,1032299303.48489,0
288002,2015-01-10 06:27:59,2015-01-10 06:28:00,41,"OJEQWCXKUCCES","Ads","Chrome","F",41,3379689042.2535,1
152336,2015-08-01 07:01:05,2015-09-07 15:14:04,50,"YOUFZKIPHYVCY","SEO","Chrome","M",22,4045869730.63253,0
252222,2015-02-07 16:10:44,2015-04-15 05:08:00,46,"UOABXIGSNIYBP","Ads","Safari","M",31,2774554877.71283,0
220957,2015-08-03 01:53:35,2015-11-19 03:41:25,50,"QRGEREYGQNCPH","SEO","Chrome","F",25,3917558925.89764,0
105513,2015-01-15 11:07:05,2015-03-25 14:48:41,17,"VKUYMUBBADUHX","SEO","FireFox","M",32,2806988380.87872,0
215812,2015-07-03 23:12:51,2015-09-09 13:34:26,70,"MKUAPDOLLEJRP","Ads","FireFox","F",41,1939315540.09214,0
217298,2015-05-22 00:53:03,2015-07-24 22:54:18,44,"QGVZBDRUUOFIG","Ads","IE","F",54,3975709741.1308,0
275979,2015-08-01 11:19:48,2015-09-20 09:37:48,37,"WWZVBNXJTFEYZ","Ads","Chrome","M",33,2450862753.44373,0
256472,2015-04-18 00:32:40,2015-06-17 00:55:07,23,"VABMNQDZLYRHS","Ads","Safari","F",31,250146130.580405,0
323181,2015-05-16 16:53:14,2015-06-23 05:09:31,88,"UBFATGKYCQWEA","Ads","Safari","M",28,3679946247.65957,0
13161,2015-02-02 13:20:26,2015-04-02 00:50:51,28,"WMRAJKMNSICRX","SEO","FireFox","F",38,203425117.558512,0
313811,2015-06-01 04:33:26,2015-07-27 06:39:45,44,"RQWUQTLQOKEDQ","Direct","Chrome","M",21,2680262447.03058,0
286774,2015-08-02 10:56:20,2015-08-12 20:24:28,18,"KYQJUCIAEBCWB","Direct","Chrome","F",44,1333269172.30802,0
80295,2015-07-14 15:15:09,2015-11-06 15:32:45,22,"SMDRRRLIERGSZ","Ads","FireFox","F",28,214949554.199727,0
342075,2015-05-17 06:52:48,2015-05-17 08:51:51,21,"WKQFFFHXAPREF","Ads","FireFox","F",26,306883170.911463,0
108838,2015-01-17 20:10:03,2015-01-18 20:12:36,20,"SGACUXMXVBWVZ","Ads","IE","F",40,633558135.579924,0
35347,2015-06-01 19:44:42,2015-09-10 13:17:01,17,"IBOQZTUAZYQZH","Ads","Safari","M",39,4225118796.84689,0
258133,2015-05-27 16:00:11,2015-09-17 21:42:38,18,"OFBBDZRIWZAYM","SEO","IE","M",28,2197101614.49676,0
360176,2015-04-10 20:59:30,2015-06-28 22:37:37,44,"TFSLSZBVIGXZT","Ads","Safari","M",27,2921713495.941,1
343379,2015-01-31 09:32:21,2015-02-08 00:39:14,39,"DVNVPCDZSKGZA","Direct","IE","M",37,2405116813.23882,0
161081,2015-06-03 09:47:48,2015-07-16 13:17:23,37,"RBZRDGDANUCZE","SEO","IE","M",27,2229884709.97541,0
296035,2015-02-11 13:29:34,2015-03-11 00:32:20,24,"DHSVDJADDXDBD","Ads","Chrome","M",47,1683305471.11499,0
323591,2015-01-27 21:09:27,2015-03-08 01:47:59,65,"JLFKRYWKBYJJW","SEO","IE","M",40,450013328.091178,0
27792,2015-04-26 20:26:33,2015-05-20 01:15:16,39,"DSMWPTDSWHXSA","Ads","Chrome","M",35,2036992601.60012,0
180412,2015-05-05 10:18:17,2015-08-29 03:12:59,16,"MEKYGBDBWEXYC","Direct","Chrome","F",26,3098353200.92241,0
27270,2015-07-22 06:17:48,2015-08-16 11:36:44,47,"PZOBEETRUQLAU","Direct","Chrome","M",39,27350054.2033326,0
120301,2015-03-10 04:52:28,2015-05-03 07:14:37,40,"UEQXCHHGLCCSI","SEO","Safari","M",35,206568727.144576,0
187797,2015-03-24 17:41:33,2015-06-04 01:03:59,59,"GJWZLMJNJYVEM","Ads","Chrome","M",30,3190611603.0309,0
300340,2015-03-30 02:18:29,2015-06-23 05:54:00,24,"VENKOZFDEULFN","Ads","IE","M",37,2026453530.70837,0
20721,2015-01-26 08:29:32,2015-05-12 20:39:06,55,"HGMCBQNQQRLXY","Ads","IE","M",21,4192685217.61211,0
257020,2015-06-03 21:32:49,2015-08-09 07:12:45,53,"SJFUYECVHJFCI","SEO","Safari","M",23,2711562730.00711,0
283243,2015-05-29 03:15:45,2015-08-06 06:48:00,25,"KXHSYKPGYNWIL","SEO","IE","M",40,226214962.804638,0
294499,2015-06-07 18:28:29,2015-07-27 09:46:33,44,"QQLHKHQVLPDZG","Direct","Safari","M",40,447917576.852813,0
2049,2015-02-16 03:32:15,2015-05-28 14:47:33,37,"WRTZSTBKUASTY","SEO","IE","M",28,3275243843.52016,0
189966,2015-07-23 19:12:16,2015-10-27 07:22:46,21,"AXCCNVYJRGPPE","SEO","Chrome","M",27,1286764540.43959,0
123174,2015-02-24 10:09:16,2015-06-04 15:42:53,37,"MJMDDBPKLGAZK","Direct","Safari","F",40,267665488.9248,0
113288,2015-04-21 08:01:51,2015-05-24 19:53:36,48,"QYHABGGYJBUXO","Direct","FireFox","F",26,3687801876.61643,0
286999,2015-07-18 12:48:43,2015-10-03 20:33:29,36,"MCDZADZBNQBMP","Ads","IE","M",29,2914922378.84861,0
32716,2015-01-01 10:24:04,2015-01-01 10:24:05,66,"KNSBLBFJVNIAD","SEO","Safari","F",31,1543909763.94073,1
178461,2015-05-25 12:08:25,2015-09-05 13:13:13,22,"ITEMJOZXPAHBE","SEO","Opera","M",45,418803499.712734,0
381984,2015-05-15 15:57:34,2015-07-26 20:11:00,33,"AHKVPEUBAQBVZ","Ads","IE","F",44,3124620344.785,1
58806,2015-01-01 14:10:34,2015-03-01 12:30:35,17,"ECJXCQCVHZMGH","Ads","Safari","M",46,1268951993.15607,0
329899,2015-03-06 19:34:01,2015-05-19 08:04:34,80,"XYXYFYVYSJLIP","Ads","Safari","F",43,2127161630.59801,0
373515,2015-02-03 00:23:32,2015-05-02 09:50:50,32,"MMTWWMKJORCXC","SEO","IE","M",34,183446164.901694,0
289735,2015-06-02 02:23:19,2015-08-19 09:33:10,22,"PTDEYUWQAOPUM","SEO","FireFox","M",26,714361307.769843,0
323848,2015-07-30 09:56:10,2015-08-01 13:31:43,26,"CLBGYFSGFOQZD","Direct","Chrome","M",36,3700566836.94155,0
207626,2015-07-22 05:54:02,2015-10-19 09:58:12,31,"SZFROKBNBSNEJ","SEO","Chrome","M",25,3516749526.26867,0
21167,2015-05-18 06:32:22,2015-05-26 21:53:39,32,"SJRFRDQJIPQWI","Ads","Chrome","F",33,223497118.988327,0
147210,2015-02-15 03:41:22,2015-05-07 02:26:19,15,"PBUJZMSKTRMGW","SEO","FireFox","M",25,4260417761.59056,0
214526,2015-05-31 10:22:25,2015-09-03 19:47:35,82,"DYXEONLRZPFUX","Ads","IE","F",36,4212354261.79912,0
120910,2015-07-17 19:44:40,2015-08-06 03:15:14,26,"FVGONDELYIKCE","SEO","Chrome","M",29,4182537349.97088,0
334310,2015-01-07 21:50:37,2015-04-30 18:39:00,19,"WPEHNIHIDLJOY","Direct","Chrome","F",40,615795046.591223,0
