lower_bound_ip_address,upper_bound_ip_address,country
1728587776.0,1728588799,India
1728588800.0,1728589823,India
1728589824.0,1728590847,Japan
1728590848.0,1728591871,China
1728591872.0,1728592895,Indonesia
1728592896.0,1728593151,Mongolia
1728593152.0,1728593407,Australia
1728593408.0,1728593663,India
1728593664.0,1728593919,Indonesia
1728593920.0,1728594943,Japan
1728595968.0,1728596479,New Zealand
1728596480.0,1728596991,Indonesia
1728596992.0,1728597503,Indonesia
1728597504.0,1728598015,Indonesia
1728598016.0,1728599039,New Zealand
1728599040.0,1728600063,Japan
1728600064.0,1728601087,Japan
1728601088.0,1728602111,Japan
1728602112.0,1728603135,Indonesia
1728603136.0,1728604159,Korea Republic of
1728604160.0,1728605183,Taiwan; Republic of China (ROC)
1728605184.0,1728606207,China
1728606208.0,1728607231,Pakistan
1728607232.0,1728608255,India
1728608256.0,1728608511,Singapore
1728608768.0,1728609023,Indonesia
1728609024.0,1728609279,India
1728609280.0,1728610303,India
1728610304.0,1728611327,Thailand
1728611328.0,1728612351,Australia
1728612352.0,1728613375,Australia
1728613376.0,1728614399,New Zealand
1728614400.0,1728615423,Malaysia
1728615424.0,1728616447,India
1728616448.0,1728617471,Singapore
1728617472.0,1728618495,China
1728618496.0,1728619519,Malaysia
1728619520.0,1728620543,India
1728620544.0,1728621567,Australia
1728621568.0,1728622591,Australia
1728622592.0,1728623615,Singapore
1728623616.0,1728624639,Singapore
1728624640.0,1728625663,Japan
1728625664.0,1728626175,India
1728626176.0,1728626431,Japan
1728626432.0,1728626687,Hong Kong
1728626688.0,1728627711,India
1728627712.0,1728628735,Japan
1728628736.0,1728629759,China
1728629760.0,1728630783,China
1728630784.0,1728631807,Thailand
1728631808.0,1728632319,Singapore
1728632320.0,1728632575,Pakistan
1728632576.0,1728632831,India
1728632832.0,1728633855,India
1728633856.0,1728634879,China
1728634880.0,1728635903,Indonesia
1728635904.0,1728636159,Indonesia
1728636160.0,1728636415,Australia
1728636416.0,1728636671,Korea Republic of
1728636672.0,1728636927,Pakistan
1728636928.0,1728637951,New Zealand
1728637952.0,1728638463,Australia
1728638464.0,1728638719,Indonesia
1728638720.0,1728638975,Australia
1728638976.0,1728639999,Japan
1728640000.0,1728641023,Indonesia
1728641024.0,1728642047,India
1728642048.0,1728643071,New Zealand
1728643072.0,1728644095,Viet Nam
1728644096.0,1728645119,Viet Nam
1728645120.0,1728646143,Singapore
1728646144.0,1728647167,India
1728647168.0,1728648191,Australia
1728648704.0,1728648959,Indonesia
1728648960.0,1728649215,Pakistan
1728650240.0,1728651263,Japan
1728651264.0,1728652287,Korea Republic of
1728652288.0,1728653311,Indonesia
1728653312.0,1728654335,New Zealand
1728654336.0,1728655359,Indonesia
1728655872.0,1728656127,Solomon Islands
1728656128.0,1728656383,Hong Kong
1728656384.0,1728657407,Australia
1728657408.0,1728658431,Australia
1728658432.0,1728659455,Australia
1728659456.0,1728660479,Australia
1728660480.0,1728661503,Australia
1728661504.0,1728662527,India
1728662528.0,1728663551,Viet Nam
1728663552.0,1728664575,Viet Nam
1728664576.0,1728665599,Viet Nam
1728665600.0,1728666623,Mongolia
1728666624.0,1728667647,Japan
1728667648.0,1728668671,Japan
1728668672.0,1728669695,Singapore
1728669696.0,1728670207,Bangladesh
1728670208.0,1728670463,New Zealand
1728670720.0,1728671743,Japan
1728671744.0,1728672767,Bangladesh
1728672768.0,1728673791,Taiwan; Republic of China (ROC)
1728673792.0,1728674815,Japan
1728674816.0,1728675839,Indonesia
1728675840.0,1728676863,Korea Republic of
1728676864.0,1728677887,India
1728677888.0,1728678911,Bangladesh
1728678912.0,1728679935,Papua New Guinea
1728679936.0,1728680959,Indonesia
1728680960.0,1728681983,Malaysia
1728681984.0,1728683007,China
1728683008.0,1728684031,Bangladesh
1728684032.0,1728685055,Australia
1728685056.0,1728686079,Japan
1728686080.0,1728687103,Australia
1728687104.0,1728688127,Japan
1728688128.0,1728689151,Japan
1728689152.0,1728689407,Japan
1728689408.0,1728689663,Bangladesh
1728689664.0,1728689919,Pakistan
1728689920.0,1728690175,Singapore
1728690176.0,1728691199,Bangladesh
1728691200.0,1728692223,Cambodia
1728692224.0,1728693247,Japan
1728693248.0,1728694271,Viet Nam
1728694272.0,1728695295,Viet Nam
1728695296.0,1728696319,Viet Nam
1728696320.0,1728697343,Viet Nam
1728697344.0,1728698367,Viet Nam
1728698368.0,1728699391,New Zealand
1728699392.0,1728699903,Bangladesh
1728699904.0,1728700415,India
1728700416.0,1728700671,Bangladesh
1728700672.0,1728700927,India
1728700928.0,1728701183,Papua New Guinea
1728701184.0,1728701439,Indonesia
1728701440.0,1728702463,Samoa
1728702464.0,1728703487,India
1728703488.0,1728704511,New Zealand
1728704512.0,1728705535,Australia
1728705536.0,1728706559,Hong Kong
1728706560.0,1728707583,China
1728707584.0,1728708607,China
1728708608.0,1728709631,China
1728709632.0,1728710655,Taiwan; Republic of China (ROC)
1728710656.0,1728710911,Australia
1728710912.0,1728711167,India
1728711424.0,1728711679,Australia
1728711680.0,1728712703,Hong Kong
1728712704.0,1728713727,China
1728713728.0,1728714751,Mongolia
1728714752.0,1728715775,India
1728715776.0,1728716799,Nepal
1728716800.0,1728717823,Australia
1728717824.0,1728718847,Japan
1728718848.0,1728719871,Malaysia
1728720896.0,1728721407,Australia
1728721408.0,1728721663,Australia
1728721664.0,1728721919,Australia
1728721920.0,1728722943,Bangladesh
1728722944.0,1728723199,Indonesia
1728723200.0,1728723455,Australia
1728723456.0,1728723967,Indonesia
1728723968.0,1728724991,Indonesia
1728724992.0,1728726015,Indonesia
1728726016.0,1728727039,Japan
1728727040.0,1728728063,Australia
1728728064.0,1728729087,Bangladesh
1728729088.0,1728729599,Indonesia
1728729600.0,1728729855,Australia
1728729856.0,1728730111,Australia
1728730112.0,1728731135,China
1728731136.0,1728732159,Viet Nam
1728732160.0,1728733183,Korea Republic of
1728733184.0,1728734207,Indonesia
1728734208.0,1728735231,Singapore
1728735232.0,1728736255,Indonesia
1728736256.0,1728736511,Hong Kong
1728736768.0,1728737023,Indonesia
1728737024.0,1728737279,China
1728737280.0,1728738303,Japan
1728738304.0,1728739327,India
1728739328.0,1728740351,Indonesia
1728740352.0,1728740863,Hong Kong
1728740864.0,1728741119,Australia
1728741120.0,1728741375,India
1728741376.0,1728742399,Indonesia
1728742400.0,1728743423,India
1728743424.0,1728744447,Indonesia
1728744448.0,1728745471,China
1728745472.0,1728745727,Indonesia
1728745728.0,1728745983,Indonesia
1728745984.0,1728746495,Indonesia
1728746496.0,1728747519,Indonesia
1728747520.0,1728748543,Philippines
1728748544.0,1728749567,Malaysia
1728749568.0,1728750591,Malaysia
1728750592.0,1728751615,Japan
1728751616.0,1728751871,India
1728751872.0,1728752127,Indonesia
1728752128.0,1728752639,Indonesia
1728752640.0,1728753663,Sri Lanka
1728753664.0,1728754687,Philippines
1728754688.0,1728755711,India
1728755712.0,1728756735,Indonesia
1728756736.0,1728757759,India
1728757760.0,1728758783,Japan
1728758784.0,1728759039,Malaysia
1728759040.0,1728759295,Hong Kong
1728759296.0,1728759551,Malaysia
1728759552.0,1728759807,Hong Kong
1728759808.0,1728760831,Philippines
1728760832.0,1728761855,Taiwan; Republic of China (ROC)
1728761856.0,1728762879,India
1728762880.0,1728763903,Viet Nam
1728763904.0,1728764927,Korea Republic of
1728764928.0,1728765439,Singapore
1728765440.0,1728765695,India
1728765696.0,1728765951,Indonesia
1728765952.0,1728766975,India
1728766976.0,1728767999,Thailand
1728768000.0,1728768255,Australia
1728768256.0,1728768511,New Zealand
1728768512.0,1728769023,India
1728770048.0,1728771071,Japan
1728771072.0,1728772095,Japan
1728772096.0,1728773119,India
1728773120.0,1728773375,India
1728773376.0,1728773631,Indonesia
1728773632.0,1728774143,Philippines
1728775168.0,1728776191,Japan
1728776192.0,1728777215,Australia
1728777216.0,1728778239,Thailand
1728778240.0,1728779263,Japan
1728779264.0,1728779519,India
1728779776.0,1728780287,Indonesia
1728780288.0,1728781311,Korea Republic of
1728781312.0,1728782335,Indonesia
1728782336.0,1728783359,Sri Lanka
1728783360.0,1728784383,Hong Kong
1728784384.0,1728785407,Philippines
1728785408.0,1728786431,Korea Republic of
1728786432.0,1728787455,Singapore
1728787456.0,1728788479,Australia
1728788480.0,1728789503,Korea Republic of
1728789504.0,1728790527,Pakistan
1728790528.0,1728791551,Philippines
1728791552.0,1728792575,Pakistan
1728793088.0,1728793599,Indonesia
1728793600.0,1728794623,Australia
1728794624.0,1728795647,India
1728795648.0,1728796671,India
1728796672.0,1728797695,Hong Kong
1728797696.0,1728798719,Hong Kong
1728798720.0,1728799743,Indonesia
1728799744.0,1728800767,Hong Kong
1728800768.0,1728801279,Hong Kong
1728801280.0,1728801791,Indonesia
1728801792.0,1728802815,Hong Kong
1728802816.0,1728803839,Philippines
1728803840.0,1728804863,India
1728804864.0,1728805887,Japan
1728805888.0,1728806911,New Zealand
1728806912.0,1728807935,Korea Republic of
1728807936.0,1728808447,Indonesia
1728808448.0,1728808959,Indonesia
1728808960.0,1728809983,Bangladesh
1728809984.0,1728810495,Singapore
1728810496.0,1728810751,Australia
1728810752.0,1728811007,Singapore
1728811008.0,1728812031,Australia
1728812032.0,1728812543,Indonesia
1728812544.0,1728813055,Singapore
1728813056.0,1728814079,India
1728814080.0,1728815103,Japan
1728815104.0,1728816127,Australia
1728816128.0,1728817151,Australia
1728818176.0,1728819199,Viet Nam
1728819200.0,1728819711,Indonesia
1728819712.0,1728819967,New Zealand
1728819968.0,1728820223,Indonesia
1728820224.0,1728821247,China
1728821248.0,1728821759,Australia
1728821760.0,1728822271,Indonesia
1728822272.0,1728823295,Singapore
1728823296.0,1728824319,Mongolia
1728824320.0,1728825343,Japan
1728825344.0,1728826367,Singapore
1728826368.0,1728827391,Australia
1728827392.0,1728828415,Japan
1728828416.0,1728829439,Australia
1728829440.0,1728830463,Cambodia
1728830464.0,1728830719,Singapore
1728830720.0,1728830975,Japan
1728830976.0,1728831487,Indonesia
1728831488.0,1728832511,India
1728832512.0,1728833535,Hong Kong
1728833536.0,1728834559,India
1728834560.0,1728835583,Japan
1728835584.0,1728836607,New Zealand
1728836608.0,1728837631,Hong Kong
1728837632.0,1728838655,Korea Republic of
1728838656.0,1728839679,Indonesia
1728839936.0,1728840191,India
1728840192.0,1728840447,Singapore
1728840448.0,1728840703,Australia
1728840704.0,1728841727,Australia
1728841728.0,1728842239,Australia
1728842240.0,1728842495,Australia
1728842496.0,1728842751,Australia
1728842752.0,1728843775,Indonesia
1728843776.0,1728844799,Japan
1728844800.0,1728845311,Indonesia
1728845312.0,1728845567,Australia
1728845568.0,1728845823,Indonesia
1728845824.0,1728846847,India
1728846848.0,1728847871,Indonesia
1728847872.0,1728848895,China
1728848896.0,1728849919,Australia
1728849920.0,1728850943,Pakistan
1728850944.0,1728851967,Bangladesh
1728851968.0,1728852991,Japan
1728852992.0,1728854015,Japan
1728854016.0,1728854527,Australia
1728854528.0,1728854783,Pakistan
1728854784.0,1728855039,Australia
1728855040.0,1728856063,Hong Kong
1728856064.0,1728857087,Malaysia
1728857088.0,1728858111,China
1728858112.0,1728859135,Bangladesh
1728859136.0,1728860159,Bangladesh
1728860160.0,1728860671,Indonesia
1728860672.0,1728861183,Bangladesh
1728861184.0,1728861439,Indonesia
1728861440.0,1728861695,Australia
1728861696.0,1728862207,Australia
1728862208.0,1728863231,Philippines
1728864256.0,1728865279,Afghanistan
1728865280.0,1728866303,Australia
1728866304.0,1728867327,Viet Nam
1728867328.0,1728868351,Australia
1728868352.0,1728869375,Indonesia
1728869376.0,1728870399,India
1728870400.0,1728871423,Pakistan
1728871424.0,1728872447,India
1728872448.0,1728873471,Australia
1728873472.0,1728874495,India
1728874496.0,1728875519,China
1728875520.0,1728876543,Hong Kong
1728876544.0,1728877567,Malaysia
1728877568.0,1728878591,Hong Kong
1728878592.0,1728879615,Malaysia
1728879616.0,1728880127,India
1728880128.0,1728880383,Japan
1728880384.0,1728880639,Malaysia
1728880640.0,1728881663,Cambodia
1728881664.0,1728881919,Indonesia
1728881920.0,1728882175,Australia
1728882176.0,1728882431,Bangladesh
1728882432.0,1728882687,Indonesia
1728882688.0,1728883711,India
1728883712.0,1728884735,Bangladesh
1728884736.0,1728885759,Bangladesh
1728885760.0,1728886783,Japan
1728886784.0,1728887807,China
1728887808.0,1728888831,Australia
1728888832.0,1728889855,India
1728889856.0,1728890879,Japan
1728890880.0,1728891903,Singapore
1728891904.0,1728892927,Bangladesh
1728892928.0,1728893439,Brunei Darussalam
1728893440.0,1728893695,Singapore
1728893696.0,1728893951,India
1728893952.0,1728894975,Singapore
1728894976.0,1728895999,Hong Kong
1728896000.0,1728897023,Indonesia
1728897024.0,1728898047,Japan
1728898048.0,1728899071,Bangladesh
1728899072.0,1728900095,China
1728900096.0,1728901119,Bangladesh
1728901120.0,1728901375,Indonesia
1728901376.0,1728901631,Australia
1728901632.0,1728902143,Indonesia
1728902144.0,1728902399,Singapore
1728902400.0,1728902655,India
1728902656.0,1728902911,Malaysia
1728902912.0,1728903167,Bangladesh
1728903168.0,1728904191,Korea Republic of
1728904192.0,1728905215,Korea Republic of
1728905472.0,1728905727,Pakistan
1728905728.0,1728906239,India
1728907264.0,1728908287,New Zealand
1728909312.0,1728910335,Japan
1728910336.0,1728911359,Japan
1728911360.0,1728912383,Japan
1728912384.0,1728913407,Thailand
1728913408.0,1728914431,Philippines
1728914432.0,1728914687,Indonesia
1728914688.0,1728914943,Indonesia
1728914944.0,1728915199,Indonesia
1728915200.0,1728915455,New Zealand
1728915456.0,1728916479,Japan
1728916480.0,1728917503,Japan
1728917504.0,1728918527,Hong Kong
1728918528.0,1728919551,Korea Republic of
1728919552.0,1728920575,Australia
1728920576.0,1728921599,Japan
1728921600.0,1728922623,Afghanistan
1728922624.0,1728923647,Australia
1728924416.0,1728924671,Malaysia
1728924672.0,1728925695,Viet Nam
1728925696.0,1728926719,Australia
1728926720.0,1728927231,Australia
1728927232.0,1728927743,Australia
1728927744.0,1728928767,Lao People's Democratic Republic
1728928768.0,1728929791,Japan
1728929792.0,1728930815,India
1728930816.0,1728931839,Australia
1728931840.0,1728932863,Japan
1728932864.0,1728933887,India
1728934912.0,1728935935,New Zealand
1728935936.0,1728936959,Malaysia
1728936960.0,1728937983,China
1728937984.0,1728939007,Singapore
1728939008.0,1728939519,Malaysia
1728939520.0,1728939775,Philippines
1728939776.0,1728940031,India
1728940032.0,1728941055,Japan
1728941056.0,1728942079,Japan
1728942080.0,1728943103,China
1728943104.0,1728944127,Bangladesh
1728944128.0,1728945151,Japan
1728945152.0,1728946175,Bangladesh
1728946176.0,1728947199,Korea Republic of
1728947200.0,1728948223,Japan
1728948224.0,1728949247,Japan
1728949248.0,1728950271,Singapore
1728950272.0,1728950783,Hong Kong
1728950784.0,1728951295,India
1728951296.0,1728951551,India
1728951552.0,1728951807,Indonesia
1728951808.0,1728952063,Singapore
1728952064.0,1728952319,India
1728952832.0,1728953343,Australia
1728953344.0,1728954367,Hong Kong
1728954368.0,1728955391,Japan
1728955392.0,1728956415,China
1728956416.0,1728957439,Indonesia
1728957440.0,1728958463,Japan
1728958464.0,1728959487,Japan
1728959488.0,1728960511,Thailand
1728960512.0,1728961023,Australia
1728961024.0,1728961279,Australia
1728961280.0,1728961535,India
1728962560.0,1728963583,Bangladesh
1728963584.0,1728964607,Thailand
1728964608.0,1728965631,Hong Kong
1728965632.0,1728966655,Bangladesh
1728966656.0,1728967679,India
1728967680.0,1728968703,China
1728968704.0,1728969727,Japan
1728969728.0,1728970751,Japan
1728971008.0,1728971263,Australia
1728971264.0,1728971519,India
1728971520.0,1728971775,New Zealand
1728971776.0,1728972799,Australia
1728972800.0,1728973823,Thailand
1728973824.0,1728974847,Japan
1728974848.0,1728975871,Indonesia
1728975872.0,1728976383,Indonesia
1728976384.0,1728976895,Australia
1728976896.0,1728977151,Afghanistan
1728977408.0,1728977663,Hong Kong
1728977664.0,1728977919,Bangladesh
1728977920.0,1728978943,Malaysia
1728978944.0,1728979967,Japan
1728979968.0,1728980991,Mongolia
1728980992.0,1728982015,New Zealand
1728982016.0,1728982527,Indonesia
1728982528.0,1728982783,India
1728982784.0,1728983039,Australia
1728983040.0,1728984063,Australia
1728984064.0,1728985087,Australia
1728985088.0,1728986111,Philippines
1728986112.0,1728987135,Philippines
1728987136.0,1728988159,Australia
1728988160.0,1728989183,New Zealand
1728989184.0,1728989695,Bangladesh
1728989696.0,1728990207,Bangladesh
1728990208.0,1728991231,Singapore
1728991232.0,1728992255,Bangladesh
1728992256.0,1728993279,China
1728993280.0,1728994303,Papua New Guinea
1728994304.0,1728994815,Australia
1728994816.0,1728995327,Australia
1728995328.0,1728995839,India
1728995840.0,1728996095,India
1728996096.0,1728996351,Singapore
1728998400.0,1728998655,Indonesia
1728998656.0,1728998911,Bangladesh
1728998912.0,1728999423,Indonesia
1728999424.0,1729000447,China
1729000448.0,1729001471,Hong Kong
1729001472.0,1729002495,India
1729002496.0,1729003519,India
1729003520.0,1729004543,Bangladesh
1729004544.0,1729005567,China
1729005568.0,1729006591,China
1729006592.0,1729007615,New Zealand
1729007616.0,1729008639,Hong Kong
1729008640.0,1729009663,Japan
1729009664.0,1729010687,Japan
1729010688.0,1729011711,China
1729011712.0,1729012735,India
1729012736.0,1729013759,Thailand
1729013760.0,1729014783,New Zealand
1729014784.0,1729015807,Australia
1729015808.0,1729016831,Japan
1729016832.0,1729017855,India
1729017856.0,1729018111,Malaysia
1729018112.0,1729018367,Singapore
1729018368.0,1729018879,Australia
1729018880.0,1729019903,India
1729019904.0,1729020159,Indonesia
1729020160.0,1729020415,Bangladesh
1729020416.0,1729020671,Philippines
1729020672.0,1729020927,Indonesia
1729021952.0,1729022975,Australia
1729022976.0,1729023999,Bangladesh
1729024000.0,1729025023,India
1729025024.0,1729026047,Singapore
1729026048.0,1729027071,New Zealand
1729027072.0,1729028095,Hong Kong
1729028096.0,1729029119,Singapore
1729029120.0,1729029375,Australia
1729029376.0,1729029631,Indonesia
1729029632.0,1729029887,Australia
1729029888.0,1729030143,Pakistan
1729030144.0,1729031167,India
1729031168.0,1729032191,Singapore
1729032192.0,1729033215,China
1729033216.0,1729034239,Singapore
1729034240.0,1729035263,Cambodia
1729035264.0,1729036287,Australia
1729036288.0,1729037311,Japan
1729037312.0,1729038335,China
1729038336.0,1729039359,China
1729039360.0,1729040383,Japan
1729040384.0,1729041407,China
1729041408.0,1729042431,Hong Kong
1729042432.0,1729043455,Hong Kong
1729043456.0,1729044479,Hong Kong
1729044480.0,1729045503,Japan
1729045504.0,1729046015,Indonesia
1729046016.0,1729046271,Hong Kong
1729046272.0,1729046527,Japan
1729046528.0,1729047551,Bangladesh
1729047552.0,1729048575,Australia
1729048576.0,1729049599,Viet Nam
1729049600.0,1729050623,India
1729050624.0,1729051647,Japan
1729051648.0,1729052671,India
1729052672.0,1729053695,India
1729053696.0,1729054719,Japan
1729054720.0,1729055231,Australia
1729055232.0,1729055487,India
1729055488.0,1729055743,New Zealand
1729055744.0,1729056767,Japan
1729056768.0,1729057791,India
1729057792.0,1729058815,Hong Kong
1729058816.0,1729059839,Thailand
1729059840.0,1729060863,Japan
1729060864.0,1729061887,China
1729061888.0,1729062911,Singapore
1729062912.0,1729063935,Malaysia
1729063936.0,1729064959,Japan
1729064960.0,1729065983,Papua New Guinea
1729065984.0,1729067007,Japan
1729067008.0,1729068031,Hong Kong
1729068032.0,1729068287,India
1729068288.0,1729068543,Singapore
1729068544.0,1729069055,New Zealand
1729069056.0,1729070079,Australia
1729070080.0,1729071103,Hong Kong
1729071104.0,1729072127,Malaysia
1729072128.0,1729072639,Bangladesh
1729072640.0,1729072895,Bangladesh
1729072896.0,1729073151,Indonesia
1729073152.0,1729074175,Thailand
1729074176.0,1729075199,Australia
1729075200.0,1729076223,New Zealand
1729076224.0,1729076735,Australia
1729076736.0,1729076991,Hong Kong
1729076992.0,1729077247,India
1729077248.0,1729078271,Japan
1729078272.0,1729079295,Bangladesh
1729079296.0,1729080319,Australia
1729080320.0,1729081343,Indonesia
1729081344.0,1729081599,Nepal
1729081600.0,1729081855,Australia
1729081856.0,1729082111,Australia
1729082112.0,1729082367,India
1729082368.0,1729083391,Hong Kong
1729083392.0,1729084415,Hong Kong
1729084416.0,1729085439,Japan
1729085440.0,1729086463,Hong Kong
1729086464.0,1729087487,Hong Kong
1729087488.0,1729088511,China
1729088512.0,1729089535,Australia
1729089536.0,1729090559,Australia
1729090560.0,1729091583,Japan
1729091584.0,1729092607,Hong Kong
1729092608.0,1729093631,Bangladesh
1729093632.0,1729094143,Bangladesh
1729094144.0,1729094655,India
1729095680.0,1729096703,Singapore
1729096704.0,1729097215,Australia
1729097216.0,1729097727,Afghanistan
1729097728.0,1729098751,Indonesia
1729098752.0,1729099775,Bangladesh
1729099776.0,1729100287,India
1729100288.0,1729100543,India
1729100544.0,1729100799,Indonesia
1729101824.0,1729102847,Viet Nam
1729102848.0,1729103359,India
1729103360.0,1729103871,India
1729103872.0,1729104895,Japan
1729104896.0,1729105407,India
1729105408.0,1729105663,India
1729105664.0,1729105919,Vanuatu
1729105920.0,1729106943,Singapore
1729106944.0,1729107967,New Zealand
1729107968.0,1729108479,India
1729108480.0,1729108991,Hong Kong
1729108992.0,1729110015,India
1729110016.0,1729111039,India
1729111040.0,1729112063,Japan
1729112064.0,1729113087,Malaysia
1729113088.0,1729113599,India
1729113600.0,1729113855,India
1729113856.0,1729114111,India
1729114112.0,1729114623,Indonesia
1729114624.0,1729114879,India
1729114880.0,1729115135,Australia
1729115136.0,1729116159,China
1729116160.0,1729117183,India
1729117184.0,1729118207,Cambodia
1729118208.0,1729119231,Australia
1729119232.0,1729120255,India
1729120256.0,1729121279,Bangladesh
1729121280.0,1729121535,India
1729121536.0,1729121791,Indonesia
1729121792.0,1729122047,Indonesia
1729122048.0,1729122303,Indonesia
1729122304.0,1729123327,China
1729123328.0,1729124351,China
1729124352.0,1729125375,China
1729125376.0,1729126399,Australia
1729126400.0,1729127423,Australia
1729127424.0,1729127679,India
1729127680.0,1729127935,India
1729127936.0,1729128447,Singapore
1729128448.0,1729129471,India
1729129472.0,1729130495,China
1729130496.0,1729131519,Indonesia
1729131520.0,1729132543,Hong Kong
1729132544.0,1729133567,Brunei Darussalam
1729133568.0,1729134591,China
1729134592.0,1729135615,Australia
1729135616.0,1729136127,Indonesia
1729136128.0,1729136639,Australia
1729136640.0,1729137663,Indonesia
1729137664.0,1729138687,India
1729138688.0,1729139711,India
1729139712.0,1729140735,Australia
1729140736.0,1729141759,Bangladesh
1729141760.0,1729142783,Papua New Guinea
1729142784.0,1729143807,Japan
1729143808.0,1729144831,India
1729144832.0,1729145855,Philippines
1729145856.0,1729146879,New Zealand
1729146880.0,1729147903,India
1729147904.0,1729148415,New Zealand
1729148416.0,1729148927,Malaysia
1729148928.0,1729149951,Hong Kong
1729149952.0,1729150975,Indonesia
1729150976.0,1729151999,Australia
1729152000.0,1729152255,India
1729152256.0,1729152511,Indonesia
1729152512.0,1729153023,Indonesia
1729153024.0,1729154047,India
1729154048.0,1729155071,Thailand
1729155072.0,1729155583,India
1729155584.0,1729156095,Australia
1729156096.0,1729157119,Japan
1729157120.0,1729158143,Hong Kong
1729158144.0,1729158399,Indonesia
1729158400.0,1729158655,India
1729158656.0,1729158911,India
1729158912.0,1729159167,Indonesia
1729159168.0,1729160191,Japan
1729160192.0,1729161215,Hong Kong
1729161216.0,1729162239,Indonesia
1729162240.0,1729163263,Japan
1729163264.0,1729164287,Taiwan; Republic of China (ROC)
1729164288.0,1729165311,Taiwan; Republic of China (ROC)
1729165312.0,1729166335,Japan
1729166336.0,1729167359,Hong Kong
1729167360.0,1729168383,India
1729168384.0,1729169407,Japan
1729169408.0,1729170431,Taiwan; Republic of China (ROC)
1729170432.0,1729171455,Bangladesh
1729171456.0,1729171967,Australia
1729171968.0,1729172223,India
1729172224.0,1729172479,Malaysia
1729172480.0,1729173503,Philippines
1729173504.0,1729174527,Brunei Darussalam
1729174528.0,1729175551,Hong Kong
1729175552.0,1729176575,Hong Kong
1729176576.0,1729177599,Bangladesh
1729177600.0,1729178623,China
1729178624.0,1729179647,New Caledonia
1729179648.0,1729180671,India
1729180672.0,1729181695,Indonesia
1729181696.0,1729182207,Australia
1729182208.0,1729182463,Indonesia
1729182464.0,1729182719,Australia
1729182720.0,1729183743,Afghanistan
1729183744.0,1729184767,Japan
1729184768.0,1729185791,Bangladesh
1729185792.0,1729186815,Hong Kong
1729186816.0,1729187327,Indonesia
1729187328.0,1729187583,Malaysia
1729187584.0,1729187839,Indonesia
1729187840.0,1729188863,India
1729188864.0,1729189887,India
1729189888.0,1729190911,Viet Nam
1729190912.0,1729191935,Hong Kong
1729191936.0,1729192959,India
1729192960.0,1729193983,India
1729193984.0,1729195007,India
1729195520.0,1729196031,Bangladesh
1729196032.0,1729197055,Guam
1729197056.0,1729198079,Hong Kong
1729198080.0,1729199103,China
1729199104.0,1729199615,Malaysia
1729199616.0,1729199871,Japan
1729199872.0,1729200127,Thailand
1729200128.0,1729201151,India
1729201152.0,1729202175,Australia
1729202176.0,1729203199,Japan
1729203200.0,1729204223,Singapore
1729204224.0,1729205247,Singapore
1729205248.0,1729206271,Japan
1729206272.0,1729207295,Australia
1729207296.0,1729208319,India
1729208320.0,1729209343,China
1729209344.0,1729209599,Indonesia
1729209600.0,1729209855,Afghanistan
1729209856.0,1729210367,Afghanistan
1729210368.0,1729211391,Malaysia
1729211392.0,1729212415,Indonesia
1729212416.0,1729213439,Japan
1729213440.0,1729213951,Bangladesh
1729213952.0,1729214463,Indonesia
1729214464.0,1729215487,Japan
1729215488.0,1729216511,Japan
1729216512.0,1729216767,Indonesia
1729216768.0,1729217023,Australia
1729217024.0,1729217535,India
1729217536.0,1729218559,Hong Kong
1729218560.0,1729219583,Pakistan
1729219584.0,1729220607,China
1729220608.0,1729221631,Malaysia
1729221632.0,1729222655,Cambodia
1729222656.0,1729223679,Australia
1729223680.0,1729224703,Australia
1729224704.0,1729225727,Australia
1729225728.0,1729226751,China
1729226752.0,1729227775,Australia
1729227776.0,1729228799,Viet Nam
1729228800.0,1729229823,Taiwan; Republic of China (ROC)
1729229824.0,1729230847,Indonesia
1729230848.0,1729231103,Philippines
1729231360.0,1729231871,Australia
1729231872.0,1729232383,Australia
1729232384.0,1729232895,Australia
1729232896.0,1729233919,Malaysia
1729233920.0,1729234943,Viet Nam
1729234944.0,1729235967,Pakistan
1729235968.0,1729236991,Pakistan
1729236992.0,1729238015,Indonesia
1729238016.0,1729239039,Pakistan
1729239040.0,1729240063,Japan
1729240064.0,1729241087,Indonesia
1729241088.0,1729241599,Indonesia
1729241600.0,1729242111,Indonesia
1729242112.0,1729243135,Australia
1729243136.0,1729244159,Australia
1729244160.0,1729245183,Singapore
1729245184.0,1729246207,Australia
1729246208.0,1729246719,Australia
1729246720.0,1729247231,Australia
1729247232.0,1729248255,New Zealand
1729248256.0,1729249279,Japan
1729249280.0,1729250303,India
1729250304.0,1729251327,India
1729251328.0,1729252351,India
1729252352.0,1729253375,Japan
1729253376.0,1729254399,Taiwan; Republic of China (ROC)
1729254400.0,1729255423,Australia
1729255424.0,1729256447,Malaysia
1729256448.0,1729257471,Malaysia
1729257472.0,1729258495,Indonesia
1729258496.0,1729259519,Japan
1729259520.0,1729260543,India
1729260544.0,1729261567,Australia
1729261568.0,1729262591,Japan
1729262592.0,1729262847,Pakistan
1729262848.0,1729263103,Indonesia
1729263104.0,1729263615,New Zealand
1729263616.0,1729264639,India
1729264640.0,1729265663,Australia
1729265664.0,1729266687,Taiwan; Republic of China (ROC)
1729266688.0,1729267711,Indonesia
1729267712.0,1729268735,New Zealand
